date,state,fips,deaths,cases
2020-06-14,Nevada,32,464,11199
2020-06-15,Nevada,32,466,11316
2020-06-16,Nevada,32,467,11673
2020-06-17,Nevada,32,473,11852
2020-06-18,Nevada,32,475,12164
2020-06-19,Nevada,32,479,12525
2020-06-20,Nevada,32,486,12977
2020-06-21,Nevada,32,487,13236
2020-06-22,Nevada,32,490,13575
2020-06-23,Nevada,32,492,14058
2020-06-24,Nevada,32,494,14460
2020-06-25,Nevada,32,495,14911
2020-06-26,Nevada,32,498,15359
2020-06-27,Nevada,32,500,16400
2020-06-28,Nevada,32,500,17187
2020-06-29,Nevada,32,505,17971
2020-06-30,Nevada,32,507,18582
2020-07-01,Nevada,32,512,19151
2020-07-02,Nevada,32,525,19871
2020-07-03,Nevada,32,530,20878
2020-07-04,Nevada,32,530,21671
2020-07-05,Nevada,32,537,22518
2020-07-06,Nevada,32,537,22930
2020-07-07,Nevada,32,549,23848
2020-07-08,Nevada,32,556,24378
2020-07-09,Nevada,32,574,25055
2020-07-10,Nevada,32,581,25961
2020-07-11,Nevada,32,592,26912
2020-07-12,Nevada,32,593,27745
2020-07-13,Nevada,32,596,28597
2020-07-14,Nevada,32,613,29669
2020-07-15,Nevada,32,619,30587
2020-07-16,Nevada,32,627,32024
2020-07-17,Nevada,32,638,33372
2020-07-18,Nevada,32,647,34606
2020-07-19,Nevada,32,648,35826
2020-07-20,Nevada,32,650,36805
2020-07-21,Nevada,32,680,37605
2020-07-22,Nevada,32,705,38759
2020-07-23,Nevada,32,709,40088
2020-07-24,Nevada,32,722,41013
2020-07-25,Nevada,32,733,41993
2020-07-26,Nevada,32,734,42919
2020-07-27,Nevada,32,739,43880
2020-07-28,Nevada,32,760,44991
2020-07-29,Nevada,32,782,45937
2020-07-30,Nevada,32,805,47034
2020-07-31,Nevada,32,831,48142
2020-08-01,Nevada,32,832,49207
2020-08-02,Nevada,32,833,50270
2020-08-03,Nevada,32,847,51236
2020-08-04,Nevada,32,862,52256
2020-08-05,Nevada,32,891,52919
2020-08-06,Nevada,32,901,53705
2020-08-07,Nevada,32,920,54633
2020-08-08,Nevada,32,949,55481
2020-08-09,Nevada,32,959,56278
2020-08-10,Nevada,32,963,57022
2020-08-11,Nevada,32,982,57608
2020-08-12,Nevada,32,999,58132
2020-08-13,Nevada,32,1030,58812
2020-08-14,Nevada,32,1045,59800
2020-08-15,Nevada,32,1070,60648
2020-08-16,Nevada,32,1074,61374
2020-08-17,Nevada,32,1077,62022
2020-08-18,Nevada,32,1102,62752
2020-08-19,Nevada,32,1135,63127
2020-08-20,Nevada,32,1175,63699
2020-08-21,Nevada,32,1185,64573
2020-08-22,Nevada,32,1197,65150
2020-08-23,Nevada,32,1199,65678
2020-08-24,Nevada,32,1200,66073
2020-08-25,Nevada,32,1230,66515
2020-08-26,Nevada,32,1250,66732
2020-08-27,Nevada,32,1274,67324
2020-08-28,Nevada,32,1287,67984
2020-08-29,Nevada,32,1303,68576
2020-08-30,Nevada,32,1305,68981
2020-08-31,Nevada,32,1305,69318
2020-09-01,Nevada,32,1313,69708
2020-09-02,Nevada,32,1338,69927
2020-09-03,Nevada,32,1366,70319
2020-09-04,Nevada,32,1376,70783
2020-09-05,Nevada,32,1390,71184
2020-09-06,Nevada,32,1394,71711
2020-09-07,Nevada,32,1394,72048
2020-09-08,Nevada,32,1395,72165
2020-09-09,Nevada,32,1414,72317
2020-09-10,Nevada,32,1432,72620
2020-09-11,Nevada,32,1441,72886
2020-09-12,Nevada,32,1453,73291
2020-09-13,Nevada,32,1454,73648
2020-09-14,Nevada,32,1456,73889
2020-09-15,Nevada,32,1484,74129
2020-09-16,Nevada,32,1496,74377
2020-09-17,Nevada,32,1509,74792
2020-09-18,Nevada,32,1526,75153
2020-09-19,Nevada,32,1528,75524
2020-09-20,Nevada,32,1532,75914
2020-09-21,Nevada,32,1531,76119
2020-09-22,Nevada,32,1546,76376
2020-09-23,Nevada,32,1556,76907
2020-09-24,Nevada,32,1565,77338
2020-09-25,Nevada,32,1573,77930
2020-09-26,Nevada,32,1583,78464
2020-09-27,Nevada,32,1585,78820
2020-09-28,Nevada,32,1586,79313
2020-09-29,Nevada,32,1594,79691
2020-09-30,Nevada,32,1600,80084
2020-10-01,Nevada,32,1603,80507
2020-10-02,Nevada,32,1611,81285
2020-10-03,Nevada,32,1623,81829
2020-10-04,Nevada,32,1623,82134
2020-10-05,Nevada,32,1624,82544
2020-10-06,Nevada,32,1630,83036
2020-10-07,Nevada,32,1639,83500
2020-10-08,Nevada,32,1650,83971
2020-10-09,Nevada,32,1658,84785
2020-10-10,Nevada,32,1659,85463
2020-10-11,Nevada,32,1663,85922
2020-10-12,Nevada,32,1670,86433
2020-10-13,Nevada,32,1677,86970
2020-10-14,Nevada,32,1694,87527
2020-10-15,Nevada,32,1700,88081
2020-10-16,Nevada,32,1707,88832
2020-10-17,Nevada,32,1709,89848
2020-10-18,Nevada,32,1711,90374
2020-10-19,Nevada,32,1714,90978
2020-10-20,Nevada,32,1728,91679
2020-10-21,Nevada,32,1735,92193
2020-10-22,Nevada,32,1736,93028
2020-10-23,Nevada,32,1739,94044
2020-10-24,Nevada,32,1746,94935
2020-10-25,Nevada,32,1748,95798
2020-10-26,Nevada,32,1751,96330
2020-10-27,Nevada,32,1757,97138
2020-10-28,Nevada,32,1767,97824
2020-10-29,Nevada,32,1770,98814
2020-10-30,Nevada,32,1777,100038
2020-10-31,Nevada,32,1779,100844
2020-11-01,Nevada,32,1783,101594
2020-11-02,Nevada,32,1785,102243
2020-11-03,Nevada,32,1807,103305
2020-11-04,Nevada,32,1816,104514
2020-11-05,Nevada,32,1825,105706
2020-11-06,Nevada,32,1846,107258
2020-11-07,Nevada,32,1851,109326
2020-11-08,Nevada,32,1852,110308
2020-11-09,Nevada,32,1853,111323
2020-11-10,Nevada,32,1863,112602
2020-11-11,Nevada,32,1877,113856
2020-11-12,Nevada,32,1880,115360
2020-11-13,Nevada,32,1896,117322
2020-11-14,Nevada,32,1908,119228
2020-11-15,Nevada,32,1913,120744
2020-11-16,Nevada,32,1919,122441
2020-11-17,Nevada,32,1946,124082
2020-11-18,Nevada,32,1947,126106
2020-11-19,Nevada,32,1958,128234
2020-11-20,Nevada,32,1987,130102
2020-11-21,Nevada,32,2017,132610
2020-11-22,Nevada,32,2022,134761
2020-11-23,Nevada,32,2030,136672
2020-11-24,Nevada,32,2053,140572
2020-11-25,Nevada,32,2077,142951
2020-11-26,Nevada,32,2093,144794
2020-11-27,Nevada,32,2103,147145
2020-11-28,Nevada,32,2123,149613
2020-11-29,Nevada,32,2140,150825
2020-11-30,Nevada,32,2149,152726
2020-12-01,Nevada,32,2182,155312
2020-12-02,Nevada,32,2225,157586
2020-12-03,Nevada,32,2259,160317
2020-12-04,Nevada,32,2276,163065
2020-12-05,Nevada,32,2309,166187
2020-12-06,Nevada,32,2318,168758
2020-12-07,Nevada,32,2326,171159
2020-12-08,Nevada,32,2368,174050
2020-12-09,Nevada,32,2395,176674
2020-12-10,Nevada,32,2448,179409
2020-12-11,Nevada,32,2488,181922
2020-12-12,Nevada,32,2530,184527
2020-12-13,Nevada,32,2545,187502
2020-12-14,Nevada,32,2557,189805
2020-12-15,Nevada,32,2609,192109
2020-12-16,Nevada,32,2659,194461
2020-12-17,Nevada,32,2680,197059
2020-12-18,Nevada,32,2728,200032
2020-12-19,Nevada,32,2754,202164
2020-12-20,Nevada,32,2786,204227
2020-12-21,Nevada,32,2801,206195
2020-12-22,Nevada,32,2832,207351
2020-12-23,Nevada,32,2885,210319
2020-12-24,Nevada,32,2926,212662
2020-12-25,Nevada,32,2943,214077
2020-12-26,Nevada,32,2951,216329
2020-12-27,Nevada,32,2965,217653
2020-12-28,Nevada,32,2973,218653
2020-12-29,Nevada,32,3035,220378
2020-12-30,Nevada,32,3081,223033
2020-12-31,Nevada,32,3136,225165
2021-01-01,Nevada,32,3146,227046
2021-01-02,Nevada,32,3158,229601
2021-01-03,Nevada,32,3195,231869
2021-01-04,Nevada,32,3209,233324
2021-01-05,Nevada,32,3246,235710
2021-01-06,Nevada,32,3301,237775
2021-01-07,Nevada,32,3349,241144
2021-01-08,Nevada,32,3409,244103
2021-01-09,Nevada,32,3457,246659
2021-01-10,Nevada,32,3470,248758
2021-01-11,Nevada,32,3503,250471
2021-01-12,Nevada,32,3551,253100
2021-01-13,Nevada,32,3596,254043
2021-01-14,Nevada,32,3664,256463
2021-01-15,Nevada,32,3704,258438
2021-01-16,Nevada,32,3764,260222
2021-01-17,Nevada,32,3784,261847
2021-01-18,Nevada,32,3784,262867
2021-01-19,Nevada,32,3794,264223
2021-01-20,Nevada,32,3869,265228
2021-01-21,Nevada,32,3915,266643
2021-01-22,Nevada,32,3967,268344
2021-01-23,Nevada,32,4017,269928
2021-01-24,Nevada,32,4027,271029
2021-01-25,Nevada,32,4032,272006
2021-01-26,Nevada,32,4092,272942
2021-01-27,Nevada,32,4139,274039
2021-01-28,Nevada,32,4188,275125
2021-01-29,Nevada,32,4225,276507
2021-01-30,Nevada,32,4268,277547
2021-01-31,Nevada,32,4271,278447
2021-02-01,Nevada,32,4281,279228
2021-02-02,Nevada,32,4328,280025
2021-02-03,Nevada,32,4376,280835
2021-02-04,Nevada,32,4428,281780
2021-02-05,Nevada,32,4466,282700
2021-02-06,Nevada,32,4498,283459
2021-02-07,Nevada,32,4521,284137
2021-02-08,Nevada,32,4524,284679
2021-02-09,Nevada,32,4565,285178
2021-02-10,Nevada,32,4585,285869
2021-02-11,Nevada,32,4640,286514
2021-02-12,Nevada,32,4668,287091
2021-02-13,Nevada,32,4695,287874
2021-02-14,Nevada,32,4709,288483
2021-02-15,Nevada,32,4722,288764
2021-02-16,Nevada,32,4736,289094
2021-02-17,Nevada,32,4776,289465
2021-02-18,Nevada,32,4807,289962
2021-02-19,Nevada,32,4838,290399
2021-02-20,Nevada,32,4870,290742
2021-02-21,Nevada,32,4872,291024
2021-02-22,Nevada,32,4882,291198
2021-02-23,Nevada,32,4903,291698
2021-02-24,Nevada,32,4922,292100
2021-02-25,Nevada,32,4934,292689
2021-02-26,Nevada,32,4942,293152
2021-02-27,Nevada,32,4957,293529
2021-02-28,Nevada,32,4957,293815
2021-03-01,Nevada,32,4957,294047
2021-03-02,Nevada,32,4972,294324
2021-03-03,Nevada,32,4988,294742
2021-03-04,Nevada,32,5005,295166
2021-03-05,Nevada,32,5024,295558
2021-03-06,Nevada,32,5036,296030
2021-03-07,Nevada,32,5037,296267
2021-03-08,Nevada,32,5040,296457
2021-03-09,Nevada,32,5054,296872
2021-03-10,Nevada,32,5069,297203
2021-03-11,Nevada,32,5080,297813
2021-03-12,Nevada,32,5099,298706
2021-03-13,Nevada,32,5119,299142
2021-03-14,Nevada,32,5119,299318
2021-03-15,Nevada,32,5121,299517
2021-03-16,Nevada,32,5136,299875
2021-03-17,Nevada,32,5148,300177
2021-03-18,Nevada,32,5157,300434
2021-03-19,Nevada,32,5161,300696
2021-03-20,Nevada,32,5171,300962
2021-03-21,Nevada,32,5172,301187
2021-03-22,Nevada,32,5174,301360
2021-03-23,Nevada,32,5188,301506
2021-03-24,Nevada,32,5203,301749
2021-03-25,Nevada,32,5215,302196
2021-03-26,Nevada,32,5226,302642
2021-03-27,Nevada,32,5236,302939
2021-03-28,Nevada,32,5236,303081
2021-03-29,Nevada,32,5237,303292
2021-03-30,Nevada,32,5239,303520
2021-03-31,Nevada,32,5249,303799
2021-04-01,Nevada,32,5256,304131
2021-04-02,Nevada,32,5260,304470
2021-04-03,Nevada,32,5274,304924
2021-04-04,Nevada,32,5274,305184
2021-04-05,Nevada,32,5275,305361
2021-04-06,Nevada,32,5297,305655
2021-04-07,Nevada,32,5308,305929
2021-04-08,Nevada,32,5313,306315
2021-04-09,Nevada,32,5323,306952
2021-04-10,Nevada,32,5332,307704
2021-04-11,Nevada,32,5332,308024
2021-04-12,Nevada,32,5332,308343
2021-04-13,Nevada,32,5339,308755
2021-04-14,Nevada,32,5353,309150
2021-04-15,Nevada,32,5359,309699
2021-04-16,Nevada,32,5365,310235
2021-04-17,Nevada,32,5365,310235
2021-04-18,Nevada,32,5365,310235
2021-04-19,Nevada,32,5368,310933
2021-04-20,Nevada,32,5377,311314
2021-04-21,Nevada,32,5388,311750
2021-04-22,Nevada,32,5400,312278
2021-04-23,Nevada,32,5422,312840
2021-04-24,Nevada,32,5422,312840
2021-04-25,Nevada,32,5422,312840
2021-04-26,Nevada,32,5433,313680
2021-04-27,Nevada,32,5444,314085
2021-04-28,Nevada,32,5448,314475
2021-04-29,Nevada,32,5459,314928
2021-04-30,Nevada,32,5464,315438
2021-05-01,Nevada,32,5464,315438
2021-05-02,Nevada,32,5464,315438
2021-05-03,Nevada,32,5473,316239
2021-05-04,Nevada,32,5480,316715
2021-05-05,Nevada,32,5487,317088
2021-05-06,Nevada,32,5490,317482
2021-05-07,Nevada,32,5498,317980
2021-05-08,Nevada,32,5498,317980
2021-05-09,Nevada,32,5498,317980
2021-05-10,Nevada,32,5506,318780
2021-05-11,Nevada,32,5509,319250
2021-05-12,Nevada,32,5515,319714
2021-05-13,Nevada,32,5523,320150
2021-05-14,Nevada,32,5530,320539
2021-05-15,Nevada,32,5530,320539
2021-05-16,Nevada,32,5530,320539
2021-05-17,Nevada,32,5533,321081
2021-05-18,Nevada,32,5540,321368
2021-05-19,Nevada,32,5545,321716
2021-05-20,Nevada,32,5550,322018
2021-05-21,Nevada,32,5552,322352
2021-05-22,Nevada,32,5552,322352
2021-05-23,Nevada,32,5552,322352
2021-05-24,Nevada,32,5559,322757
2021-05-25,Nevada,32,5563,323022
2021-05-26,Nevada,32,5570,323249
2021-05-27,Nevada,32,5578,323481
