date,state,fips,deaths,cases
2020-10-18,New Mexico,35,934,36788
2020-10-19,New Mexico,35,935,37302
2020-10-20,New Mexico,35,942,37896
2020-10-21,New Mexico,35,950,38715
2020-10-22,New Mexico,35,953,39377
2020-10-23,New Mexico,35,960,40168
2020-10-24,New Mexico,35,965,41040
2020-10-25,New Mexico,35,967,41863
2020-10-26,New Mexico,35,976,42586
2020-10-27,New Mexico,35,980,43169
2020-10-28,New Mexico,35,991,43826
2020-10-29,New Mexico,35,994,44904
2020-10-30,New Mexico,35,1007,45909
2020-10-31,New Mexico,35,1018,46490
2020-11-01,New Mexico,35,1026,47232
2020-11-02,New Mexico,35,1036,48104
2020-11-03,New Mexico,35,1045,49240
2020-11-04,New Mexico,35,1059,50251
2020-11-05,New Mexico,35,1082,51110
2020-11-06,New Mexico,35,1088,52394
2020-11-07,New Mexico,35,1104,53671
2020-11-08,New Mexico,35,1118,54881
2020-11-09,New Mexico,35,1130,56289
2020-11-10,New Mexico,35,1144,57547
2020-11-11,New Mexico,35,1158,59034
2020-11-12,New Mexico,35,1176,60776
2020-11-13,New Mexico,35,1198,62006
2020-11-14,New Mexico,35,1208,63171
2020-11-15,New Mexico,35,1215,64201
2020-11-16,New Mexico,35,1236,65454
2020-11-17,New Mexico,35,1264,67559
2020-11-18,New Mexico,35,1290,70452
2020-11-19,New Mexico,35,1302,74116
2020-11-20,New Mexico,35,1327,77098
2020-11-21,New Mexico,35,1352,79440
2020-11-22,New Mexico,35,1385,81896
2020-11-23,New Mexico,35,1402,84148
2020-11-24,New Mexico,35,1430,86247
2020-11-25,New Mexico,35,1451,88102
2020-11-26,New Mexico,35,1469,89796
2020-11-27,New Mexico,35,1504,91852
2020-11-28,New Mexico,35,1527,93982
2020-11-29,New Mexico,35,1540,95417
2020-11-30,New Mexico,35,1568,97095
2020-12-01,New Mexico,35,1589,99419
2020-12-02,New Mexico,35,1629,100963
2020-12-03,New Mexico,35,1673,102873
2020-12-04,New Mexico,35,1706,104935
2020-12-05,New Mexico,35,1738,106856
2020-12-06,New Mexico,35,1749,108088
2020-12-07,New Mexico,35,1756,109947
2020-12-08,New Mexico,35,1789,111191
2020-12-09,New Mexico,35,1823,112950
2020-12-10,New Mexico,35,1846,114731
2020-12-11,New Mexico,35,1889,116565
2020-12-12,New Mexico,35,1913,118358
2020-12-13,New Mexico,35,1957,119800
2020-12-14,New Mexico,35,1978,121299
2020-12-15,New Mexico,35,2006,122557
2020-12-16,New Mexico,35,2049,124357
2020-12-17,New Mexico,35,2103,126045
2020-12-18,New Mexico,35,2128,127500
2020-12-19,New Mexico,35,2155,128930
2020-12-20,New Mexico,35,2171,129993
2020-12-21,New Mexico,35,2180,130808
2020-12-22,New Mexico,35,2203,132075
2020-12-23,New Mexico,35,2243,133242
2020-12-24,New Mexico,35,2272,135166
2020-12-25,New Mexico,35,2309,136622
2020-12-26,New Mexico,35,2318,137227
2020-12-27,New Mexico,35,2348,137968
2020-12-28,New Mexico,35,2384,138659
2020-12-29,New Mexico,35,2405,139908
2020-12-30,New Mexico,35,2438,141219
2020-12-31,New Mexico,35,2479,142897
2021-01-01,New Mexico,35,2504,144142
2021-01-02,New Mexico,35,2536,145379
2021-01-03,New Mexico,35,2553,146394
2021-01-04,New Mexico,35,2576,147315
2021-01-05,New Mexico,35,2596,148499
2021-01-06,New Mexico,35,2643,149984
2021-01-07,New Mexico,35,2682,151819
2021-01-08,New Mexico,35,2712,153456
2021-01-09,New Mexico,35,2734,154954
2021-01-10,New Mexico,35,2751,156157
2021-01-11,New Mexico,35,2766,157087
2021-01-12,New Mexico,35,2796,157974
2021-01-13,New Mexico,35,2809,159119
2021-01-14,New Mexico,35,2838,160543
2021-01-15,New Mexico,35,2876,161805
2021-01-16,New Mexico,35,2912,162893
2021-01-17,New Mexico,35,2934,163637
2021-01-18,New Mexico,35,2960,164263
2021-01-19,New Mexico,35,2977,164954
2021-01-20,New Mexico,35,3011,165835
2021-01-21,New Mexico,35,3046,166823
2021-01-22,New Mexico,35,3079,167731
2021-01-23,New Mexico,35,3117,168579
2021-01-24,New Mexico,35,3147,169205
2021-01-25,New Mexico,35,3159,169696
2021-01-26,New Mexico,35,3173,170296
2021-01-27,New Mexico,35,3200,171047
2021-01-28,New Mexico,35,3228,171719
2021-01-29,New Mexico,35,3250,172798
2021-01-30,New Mexico,35,3267,173539
2021-01-31,New Mexico,35,3285,174064
2021-02-01,New Mexico,35,3297,174550
2021-02-02,New Mexico,35,3312,174982
2021-02-03,New Mexico,35,3340,175652
2021-02-04,New Mexico,35,3357,176211
2021-02-05,New Mexico,35,3380,176793
2021-02-06,New Mexico,35,3388,177214
2021-02-07,New Mexico,35,3401,177556
2021-02-08,New Mexico,35,3414,177867
2021-02-09,New Mexico,35,3432,178280
2021-02-10,New Mexico,35,3463,178790
2021-02-11,New Mexico,35,3481,179323
2021-02-12,New Mexico,35,3504,179724
2021-02-13,New Mexico,35,3518,180289
2021-02-14,New Mexico,35,3531,180571
2021-02-15,New Mexico,35,3540,180761
2021-02-16,New Mexico,35,3552,181061
2021-02-17,New Mexico,35,3564,181332
2021-02-18,New Mexico,35,3582,181739
2021-02-19,New Mexico,35,3601,182050
2021-02-20,New Mexico,35,3612,182475
2021-02-21,New Mexico,35,3626,182789
2021-02-22,New Mexico,35,3637,183023
2021-02-23,New Mexico,35,3646,183335
2021-02-24,New Mexico,35,3660,183781
2021-02-25,New Mexico,35,3673,184080
2021-02-26,New Mexico,35,3687,184736
2021-02-27,New Mexico,35,3702,184888
2021-02-28,New Mexico,35,3716,185132
2021-03-01,New Mexico,35,3731,185297
2021-03-02,New Mexico,35,3742,185542
2021-03-03,New Mexico,35,3755,185898
2021-03-04,New Mexico,35,3771,186156
2021-03-05,New Mexico,35,3789,186460
2021-03-06,New Mexico,35,3798,186742
2021-03-07,New Mexico,35,3808,186922
2021-03-08,New Mexico,35,3813,187040
2021-03-09,New Mexico,35,3832,187238
2021-03-10,New Mexico,35,3841,187487
2021-03-11,New Mexico,35,3847,187720
2021-03-12,New Mexico,35,3851,187984
2021-03-13,New Mexico,35,3852,188167
2021-03-14,New Mexico,35,3854,188311
2021-03-15,New Mexico,35,3855,188488
2021-03-16,New Mexico,35,3862,188664
2021-03-17,New Mexico,35,3874,188907
2021-03-18,New Mexico,35,3879,189158
2021-03-19,New Mexico,35,3884,189374
2021-03-20,New Mexico,35,3891,189560
2021-03-21,New Mexico,35,3891,189731
2021-03-22,New Mexico,35,3894,189893
2021-03-23,New Mexico,35,3905,190064
2021-03-24,New Mexico,35,3911,190275
2021-03-25,New Mexico,35,3918,190491
2021-03-26,New Mexico,35,3925,190716
2021-03-27,New Mexico,35,3927,190887
2021-03-28,New Mexico,35,3927,191048
2021-03-29,New Mexico,35,3927,191230
2021-03-30,New Mexico,35,3934,191377
2021-03-31,New Mexico,35,3939,191652
2021-04-01,New Mexico,35,3944,191946
2021-04-02,New Mexico,35,3951,192152
2021-04-03,New Mexico,35,3951,192152
2021-04-04,New Mexico,35,3951,192152
2021-04-05,New Mexico,35,3955,192595
2021-04-06,New Mexico,35,3963,192773
2021-04-07,New Mexico,35,3965,192989
2021-04-08,New Mexico,35,3976,193247
2021-04-09,New Mexico,35,3978,193368
2021-04-10,New Mexico,35,3978,193368
2021-04-11,New Mexico,35,3978,193368
2021-04-12,New Mexico,35,3981,193987
2021-04-13,New Mexico,35,3990,194164
2021-04-14,New Mexico,35,3998,194378
2021-04-15,New Mexico,35,3999,194605
2021-04-16,New Mexico,35,4003,194868
2021-04-17,New Mexico,35,4003,194868
2021-04-18,New Mexico,35,4003,194868
2021-04-19,New Mexico,35,4009,195478
2021-04-20,New Mexico,35,4012,195615
2021-04-21,New Mexico,35,4022,195783
2021-04-22,New Mexico,35,4025,195990
2021-04-23,New Mexico,35,4026,196221
2021-04-24,New Mexico,35,4026,196221
2021-04-25,New Mexico,35,4026,196221
2021-04-26,New Mexico,35,4029,196844
2021-04-27,New Mexico,35,4041,196999
2021-04-28,New Mexico,35,4053,197219
2021-04-29,New Mexico,35,4060,197447
2021-04-30,New Mexico,35,4069,197733
2021-05-01,New Mexico,35,4069,197733
2021-05-02,New Mexico,35,4069,197733
2021-05-03,New Mexico,35,4075,198372
2021-05-04,New Mexico,35,4085,198576
2021-05-05,New Mexico,35,4087,198781
2021-05-06,New Mexico,35,4091,199054
2021-05-07,New Mexico,35,4100,199333
2021-05-08,New Mexico,35,4100,199333
2021-05-09,New Mexico,35,4100,199333
2021-05-10,New Mexico,35,4108,199901
2021-05-11,New Mexico,35,4110,200037
2021-05-12,New Mexico,35,4113,200232
2021-05-13,New Mexico,35,4114,200432
2021-05-14,New Mexico,35,4115,200650
2021-05-15,New Mexico,35,4115,200650
2021-05-16,New Mexico,35,4115,200650
2021-05-17,New Mexico,35,4118,201186
2021-05-18,New Mexico,35,4120,201336
2021-05-19,New Mexico,35,4124,201489
2021-05-20,New Mexico,35,4128,201695
2021-05-21,New Mexico,35,4133,201868
2021-05-22,New Mexico,35,4133,201868
2021-05-23,New Mexico,35,4133,201868
2021-05-24,New Mexico,35,4247,202221
2021-05-25,New Mexico,35,4253,202405
2021-05-26,New Mexico,35,4256,202573
2021-05-27,New Mexico,35,4261,202701
