date,state,fips,deaths,cases
2020-09-25,California,6,15533,805733
2020-09-26,California,6,15588,809214
2020-09-27,California,6,15608,811698
2020-09-28,California,6,15641,814796
2020-09-29,California,6,15791,817939
2020-09-30,California,6,15898,821125
2020-10-01,California,6,15989,824306
2020-10-02,California,6,16074,828364
2020-10-03,California,6,16122,831494
2020-10-04,California,6,16150,834635
2020-10-05,California,6,16179,837720
2020-10-06,California,6,16251,840322
2020-10-07,California,6,16358,843732
2020-10-08,California,6,16425,847384
2020-10-09,California,6,16502,851228
2020-10-10,California,6,16568,854302
2020-10-11,California,6,16581,857076
2020-10-12,California,6,16594,859959
2020-10-13,California,6,16650,863614
2020-10-14,California,6,16752,867094
2020-10-15,California,6,16839,870380
2020-10-16,California,6,16901,874101
2020-10-17,California,6,16940,876257
2020-10-18,California,6,16979,878394
2020-10-19,California,6,16987,882665
2020-10-20,California,6,17067,887093
2020-10-21,California,6,17189,890153
2020-10-22,California,6,17266,896424
2020-10-23,California,6,17316,902325
2020-10-24,California,6,17345,906644
2020-10-25,California,6,17358,909344
2020-10-26,California,6,17398,913699
2020-10-27,California,6,17478,918627
2020-10-28,California,6,17541,922680
2020-10-29,California,6,17567,926893
2020-10-30,California,6,17627,931826
2020-10-31,California,6,17661,935248
2020-11-01,California,6,17671,938883
2020-11-02,California,6,17700,944141
2020-11-03,California,6,17751,949383
2020-11-04,California,6,17818,954624
2020-11-05,California,6,17866,960884
2020-11-06,California,6,17939,967597
2020-11-07,California,6,17964,972801
2020-11-08,California,6,17975,978844
2020-11-09,California,6,18035,985598
2020-11-10,California,6,18073,994341
2020-11-11,California,6,18109,999498
2020-11-12,California,6,18141,1009187
2020-11-13,California,6,18218,1019052
2020-11-14,California,6,18254,1027016
2020-11-15,California,6,18265,1035981
2020-11-16,California,6,18304,1047360
2020-11-17,California,6,18360,1058096
2020-11-18,California,6,18467,1069517
2020-11-19,California,6,18555,1082674
2020-11-20,California,6,18649,1096401
2020-11-21,California,6,18709,1109844
2020-11-22,California,6,18726,1118652
2020-11-23,California,6,18768,1136467
2020-11-24,California,6,18875,1153005
2020-11-25,California,6,18982,1167149
2020-11-26,California,6,19025,1176137
2020-11-27,California,6,19100,1193071
2020-11-28,California,6,19132,1206278
2020-11-29,California,6,19151,1219496
2020-11-30,California,6,19209,1237192
2020-12-01,California,6,19327,1253867
2020-12-02,California,6,19440,1272041
2020-12-03,California,6,19586,1293887
2020-12-04,California,6,19791,1318139
2020-12-05,California,6,19876,1343145
2020-12-06,California,6,19937,1371940
2020-12-07,California,6,20052,1399167
2020-12-08,California,6,20238,1425432
2020-12-09,California,6,20466,1457214
2020-12-10,California,6,20636,1491053
2020-12-11,California,6,20854,1528177
2020-12-12,California,6,20958,1554863
2020-12-13,California,6,21043,1590670
2020-12-14,California,6,21196,1620870
2020-12-15,California,6,21483,1655086
2020-12-16,California,6,21881,1716027
2020-12-17,California,6,22155,1761341
2020-12-18,California,6,22496,1809585
2020-12-19,California,6,22651,1846943
2020-12-20,California,6,22736,1889828
2020-12-21,California,6,22980,1933083
2020-12-22,California,6,23254,1968430
2020-12-23,California,6,23633,2013188
2020-12-24,California,6,23944,2047919
2020-12-25,California,6,23964,2064691
2020-12-26,California,6,24221,2129678
2020-12-27,California,6,24283,2167233
2020-12-28,California,6,24529,2208953
2020-12-29,California,6,24954,2243119
2020-12-30,California,6,25391,2275505
2020-12-31,California,6,25965,2307769
2021-01-01,California,6,26236,2345726
2021-01-02,California,6,26542,2397923
2021-01-03,California,6,26635,2433838
2021-01-04,California,6,26995,2474561
2021-01-05,California,6,27486,2511822
2021-01-06,California,6,28040,2548733
2021-01-07,California,6,28552,2589156
2021-01-08,California,6,29226,2640129
2021-01-09,California,6,29699,2687359
2021-01-10,California,6,30000,2729772
2021-01-11,California,6,30381,2770396
2021-01-12,California,6,31105,2816280
2021-01-13,California,6,31653,2857958
2021-01-14,California,6,32246,2898652
2021-01-15,California,6,32947,2937755
2021-01-16,California,6,33393,2975319
2021-01-17,California,6,33593,3006866
2021-01-18,California,6,33742,3032260
2021-01-19,California,6,34390,3071361
2021-01-20,California,6,35001,3090690
2021-01-21,California,6,35704,3116266
2021-01-22,California,6,36326,3141303
2021-01-23,California,6,36818,3164286
2021-01-24,California,6,37118,3185936
2021-01-25,California,6,37499,3212839
2021-01-26,California,6,38221,3234462
2021-01-27,California,6,38927,3253095
2021-01-28,California,6,39527,3272726
2021-01-29,California,6,40192,3292469
2021-01-30,California,6,40694,3309997
2021-01-31,California,6,40928,3323967
2021-02-01,California,6,41284,3341560
2021-02-02,California,6,41858,3354428
2021-02-03,California,6,42434,3366991
2021-02-04,California,6,43062,3381669
2021-02-05,California,6,43631,3395682
2021-02-06,California,6,43987,3407257
2021-02-07,California,6,44152,3417452
2021-02-08,California,6,44440,3431072
2021-02-09,California,6,44973,3441573
2021-02-10,California,6,45436,3450163
2021-02-11,California,6,45976,3460775
2021-02-12,California,6,46435,3470302
2021-02-13,California,6,46865,3479469
2021-02-14,California,6,47055,3485417
2021-02-15,California,6,47115,3490427
2021-02-16,California,6,47446,3499216
2021-02-17,California,6,47902,3505490
2021-02-18,California,6,48334,3513339
2021-02-19,California,6,48794,3521230
2021-02-20,California,6,49111,3527293
2021-02-21,California,6,49340,3531939
2021-02-22,California,6,49531,3536916
2021-02-23,California,6,49869,3543172
2021-02-24,California,6,50953,3549023
2021-02-25,California,6,51385,3554658
2021-02-26,California,6,51794,3561560
2021-02-27,California,6,51979,3565969
2021-02-28,California,6,52213,3569459
2021-03-01,California,6,52487,3573656
2021-03-02,California,6,52774,3577973
2021-03-03,California,6,53066,3582377
2021-03-04,California,6,53457,3587633
2021-03-05,California,6,53838,3592698
2021-03-06,California,6,54124,3596962
2021-03-07,California,6,54217,3599716
2021-03-08,California,6,54377,3603893
2021-03-09,California,6,54620,3608022
2021-03-10,California,6,54877,3611490
2021-03-11,California,6,55132,3615049
2021-03-12,California,6,55336,3617356
2021-03-13,California,6,56372,3621094
2021-03-14,California,6,56522,3623342
2021-03-15,California,6,56629,3626304
2021-03-16,California,6,56742,3628366
2021-03-17,California,6,56975,3631735
2021-03-18,California,6,57212,3635303
2021-03-19,California,6,57416,3638515
2021-03-20,California,6,57494,3640704
2021-03-21,California,6,57585,3642652
2021-03-22,California,6,57769,3645558
2021-03-23,California,6,57935,3648056
2021-03-24,California,6,58186,3650833
2021-03-25,California,6,58412,3653318
2021-03-26,California,6,58629,3656693
2021-03-27,California,6,58800,3658804
2021-03-28,California,6,58926,3660974
2021-03-29,California,6,59014,3664033
2021-03-30,California,6,59115,3666411
2021-03-31,California,6,59259,3668920
2021-04-01,California,6,59395,3671562
2021-04-02,California,6,59600,3675329
2021-04-03,California,6,59674,3678215
2021-04-04,California,6,59725,3679840
2021-04-05,California,6,59787,3682949
2021-04-06,California,6,59873,3685210
2021-04-07,California,6,59975,3687635
2021-04-08,California,6,60114,3690178
2021-04-09,California,6,60271,3693793
2021-04-10,California,6,60360,3696770
2021-04-11,California,6,60445,3700665
2021-04-12,California,6,60483,3704165
2021-04-13,California,6,60534,3706768
2021-04-14,California,6,60709,3709259
2021-04-15,California,6,60796,3711584
2021-04-16,California,6,60910,3714409
2021-04-17,California,6,60976,3716626
2021-04-18,California,6,61021,3718236
2021-04-19,California,6,61033,3720793
2021-04-20,California,6,61110,3723274
2021-04-21,California,6,61198,3725198
2021-04-22,California,6,61289,3727713
2021-04-23,California,6,61389,3729954
2021-04-24,California,6,61427,3730328
2021-04-25,California,6,61462,3731679
2021-04-26,California,6,61484,3734358
2021-04-27,California,6,61503,3736470
2021-04-28,California,6,61570,3738220
2021-04-29,California,6,61649,3739598
2021-04-30,California,6,61755,3741951
2021-05-01,California,6,61852,3743529
2021-05-02,California,6,61923,3744913
2021-05-03,California,6,61960,3747125
2021-05-04,California,6,62015,3749313
2021-05-05,California,6,62064,3750986
2021-05-06,California,6,62168,3753527
2021-05-07,California,6,62210,3755676
2021-05-08,California,6,62269,3756989
2021-05-09,California,6,62309,3758062
2021-05-10,California,6,62331,3760124
2021-05-11,California,6,62362,3761716
2021-05-12,California,6,62467,3763317
2021-05-13,California,6,62572,3765064
2021-05-14,California,6,62625,3766679
2021-05-15,California,6,62646,3767991
2021-05-16,California,6,62680,3768807
2021-05-17,California,6,62700,3770077
2021-05-18,California,6,62722,3771153
2021-05-19,California,6,62759,3772740
2021-05-20,California,6,62810,3774301
2021-05-21,California,6,62856,3775625
2021-05-22,California,6,62902,3776409
2021-05-23,California,6,62927,3777148
2021-05-24,California,6,62946,3778572
2021-05-25,California,6,62978,3779843
2021-05-26,California,6,63013,3781111
2021-05-27,California,6,63162,3786405
