date,state,fips,deaths,cases
2020-06-11,Utah,49,131,13366
2020-06-12,Utah,49,139,13681
2020-06-13,Utah,49,139,14061
2020-06-14,Utah,49,139,14313
2020-06-15,Utah,49,143,14757
2020-06-16,Utah,49,145,15077
2020-06-17,Utah,49,149,15464
2020-06-18,Utah,49,152,16015
2020-06-19,Utah,49,155,16585
2020-06-20,Utah,49,155,17173
2020-06-21,Utah,49,158,17567
2020-06-22,Utah,49,158,18035
2020-06-23,Utah,49,163,18454
2020-06-24,Utah,49,163,18915
2020-06-25,Utah,49,164,19544
2020-06-26,Utah,49,166,20218
2020-06-27,Utah,49,167,20735
2020-06-28,Utah,49,167,21155
2020-06-29,Utah,49,168,21818
2020-06-30,Utah,49,172,22364
2020-07-01,Utah,49,173,22864
2020-07-02,Utah,49,176,23466
2020-07-03,Utah,49,181,24070
2020-07-04,Utah,49,181,24717
2020-07-05,Utah,49,184,25005
2020-07-06,Utah,49,190,25653
2020-07-07,Utah,49,194,26203
2020-07-08,Utah,49,201,26921
2020-07-09,Utah,49,205,27632
2020-07-10,Utah,49,207,28452
2020-07-11,Utah,49,212,29071
2020-07-12,Utah,49,215,29552
2020-07-13,Utah,49,216,30282
2020-07-14,Utah,49,226,30774
2020-07-15,Utah,49,233,31228
2020-07-16,Utah,49,234,31908
2020-07-17,Utah,49,238,32572
2020-07-18,Utah,49,243,33430
2020-07-19,Utah,49,243,34117
2020-07-20,Utah,49,249,34526
2020-07-21,Utah,49,255,35089
2020-07-22,Utah,49,262,35677
2020-07-23,Utah,49,271,36178
2020-07-24,Utah,49,277,37063
2020-07-25,Utah,49,278,37623
2020-07-26,Utah,49,278,37973
2020-07-27,Utah,49,285,38439
2020-07-28,Utah,49,290,38877
2020-07-29,Utah,49,297,39339
2020-07-30,Utah,49,303,39714
2020-07-31,Utah,49,308,40258
2020-08-01,Utah,49,312,40754
2020-08-02,Utah,49,313,41175
2020-08-03,Utah,49,317,41571
2020-08-04,Utah,49,324,42018
2020-08-05,Utah,49,330,42478
2020-08-06,Utah,49,332,43032
2020-08-07,Utah,49,337,43530
2020-08-08,Utah,49,336,43821
2020-08-09,Utah,49,337,44130
2020-08-10,Utah,49,346,44487
2020-08-11,Utah,49,350,44836
2020-08-12,Utah,49,355,45181
2020-08-13,Utah,49,358,45537
2020-08-14,Utah,49,362,46048
2020-08-15,Utah,49,364,46413
2020-08-16,Utah,49,364,46652
2020-08-17,Utah,49,366,46936
2020-08-18,Utah,49,372,47285
2020-08-19,Utah,49,379,47647
2020-08-20,Utah,49,384,48103
2020-08-21,Utah,49,385,48616
2020-08-22,Utah,49,387,48950
2020-08-23,Utah,49,387,49125
2020-08-24,Utah,49,391,49451
2020-08-25,Utah,49,398,49870
2020-08-26,Utah,49,404,50298
2020-08-27,Utah,49,404,50668
2020-08-28,Utah,49,408,51071
2020-08-29,Utah,49,408,51486
2020-08-30,Utah,49,408,51854
2020-08-31,Utah,49,409,52166
2020-09-01,Utah,49,410,52505
2020-09-02,Utah,49,414,52950
2020-09-03,Utah,49,416,53412
2020-09-04,Utah,49,420,53940
2020-09-05,Utah,49,421,54364
2020-09-06,Utah,49,423,54660
2020-09-07,Utah,49,424,55052
2020-09-08,Utah,49,426,55424
2020-09-09,Utah,49,428,55730
2020-09-10,Utah,49,431,56182
2020-09-11,Utah,49,433,56789
2020-09-12,Utah,49,434,57276
2020-09-13,Utah,49,434,57892
2020-09-14,Utah,49,436,58451
2020-09-15,Utah,49,436,59017
2020-09-16,Utah,49,437,59770
2020-09-17,Utah,49,437,60662
2020-09-18,Utah,49,437,61786
2020-09-19,Utah,49,440,62893
2020-09-20,Utah,49,440,63774
2020-09-21,Utah,49,441,64404
2020-09-22,Utah,49,443,65058
2020-09-23,Utah,49,444,65948
2020-09-24,Utah,49,444,67167
2020-09-25,Utah,49,448,68537
2020-09-26,Utah,49,448,69556
2020-09-27,Utah,49,453,70616
2020-09-28,Utah,49,453,71442
2020-09-29,Utah,49,457,72136
2020-09-30,Utah,49,460,73053
2020-10-01,Utah,49,460,74099
2020-10-02,Utah,49,474,75175
2020-10-03,Utah,49,476,76231
2020-10-04,Utah,49,478,77618
2020-10-05,Utah,49,483,78733
2020-10-06,Utah,49,489,79449
2020-10-07,Utah,49,499,80522
2020-10-08,Utah,49,504,81975
2020-10-09,Utah,49,508,83307
2020-10-10,Utah,49,512,84697
2020-10-11,Utah,49,518,85844
2020-10-12,Utah,49,524,86879
2020-10-13,Utah,49,524,87825
2020-10-14,Utah,49,529,89018
2020-10-15,Utah,49,531,90488
2020-10-16,Utah,49,539,91966
2020-10-17,Utah,49,541,93297
2020-10-18,Utah,49,544,94394
2020-10-19,Utah,49,547,95572
2020-10-20,Utah,49,552,96643
2020-10-21,Utah,49,558,98037
2020-10-22,Utah,49,563,99563
2020-10-23,Utah,49,567,101574
2020-10-24,Utah,49,568,103137
2020-10-25,Utah,49,572,105053
2020-10-26,Utah,49,575,106083
2020-10-27,Utah,49,579,107246
2020-10-28,Utah,49,588,108863
2020-10-29,Utah,49,598,110666
2020-10-30,Utah,49,601,112932
2020-10-31,Utah,49,604,114670
2020-11-01,Utah,49,614,116510
2020-11-02,Utah,49,614,117767
2020-11-03,Utah,49,620,119375
2020-11-04,Utah,49,625,121563
2020-11-05,Utah,49,632,124366
2020-11-06,Utah,49,649,127294
2020-11-07,Utah,49,658,130238
2020-11-08,Utah,49,659,132621
2020-11-09,Utah,49,661,134868
2020-11-10,Utah,49,672,137523
2020-11-11,Utah,49,678,139815
2020-11-12,Utah,49,689,143639
2020-11-13,Utah,49,703,146155
2020-11-14,Utah,49,712,151141
2020-11-15,Utah,49,718,153808
2020-11-16,Utah,49,725,155779
2020-11-17,Utah,49,734,159006
2020-11-18,Utah,49,742,162091
2020-11-19,Utah,49,758,166040
2020-11-20,Utah,49,776,170644
2020-11-21,Utah,49,789,173987
2020-11-22,Utah,49,793,177176
2020-11-23,Utah,49,799,179420
2020-11-24,Utah,49,810,182121
2020-11-25,Utah,49,834,183960
2020-11-26,Utah,49,834,184382
2020-11-27,Utah,49,849,190044
2020-11-28,Utah,49,863,192087
2020-11-29,Utah,49,868,193809
2020-11-30,Utah,49,871,195744
2020-12-01,Utah,49,890,198260
2020-12-02,Utah,49,906,202220
2020-12-03,Utah,49,918,206255
2020-12-04,Utah,49,926,209258
2020-12-05,Utah,49,939,212844
2020-12-06,Utah,49,939,215407
2020-12-07,Utah,49,949,217638
2020-12-08,Utah,49,972,219971
2020-12-09,Utah,49,995,222545
2020-12-10,Utah,49,1016,225946
2020-12-11,Utah,49,1027,228146
2020-12-12,Utah,49,1039,231821
2020-12-13,Utah,49,1055,233904
2020-12-14,Utah,49,1065,235872
2020-12-15,Utah,49,1078,237787
2020-12-16,Utah,49,1102,240715
2020-12-17,Utah,49,1126,243918
2020-12-18,Utah,49,1140,246562
2020-12-19,Utah,49,1148,248970
2020-12-20,Utah,49,1155,250964
2020-12-21,Utah,49,1163,252783
2020-12-22,Utah,49,1175,255085
2020-12-23,Utah,49,1196,257697
2020-12-24,Utah,49,1205,260589
2020-12-25,Utah,49,1205,260589
2020-12-26,Utah,49,1212,264078
2020-12-27,Utah,49,1214,264874
2020-12-28,Utah,49,1223,266590
2020-12-29,Utah,49,1238,269326
2020-12-30,Utah,49,1259,271940
2020-12-31,Utah,49,1270,276612
2021-01-01,Utah,49,1273,276612
2021-01-02,Utah,49,1294,281747
2021-01-03,Utah,49,1301,283473
2021-01-04,Utah,49,1307,285633
2021-01-05,Utah,49,1314,288951
2021-01-06,Utah,49,1333,292720
2021-01-07,Utah,49,1362,297317
2021-01-08,Utah,49,1383,301110
2021-01-09,Utah,49,1392,303723
2021-01-10,Utah,49,1393,305999
2021-01-11,Utah,49,1400,307502
2021-01-12,Utah,49,1422,309629
2021-01-13,Utah,49,1449,314817
2021-01-14,Utah,49,1461,317559
2021-01-15,Utah,49,1475,320175
2021-01-16,Utah,49,1486,322252
2021-01-17,Utah,49,1493,323837
2021-01-18,Utah,49,1500,324919
2021-01-19,Utah,49,1507,326221
2021-01-20,Utah,49,1518,328380
2021-01-21,Utah,49,1548,330469
2021-01-22,Utah,49,1571,333118
2021-01-23,Utah,49,1582,334889
2021-01-24,Utah,49,1595,336405
2021-01-25,Utah,49,1599,337269
2021-01-26,Utah,49,1614,338675
2021-01-27,Utah,49,1620,340684
2021-01-28,Utah,49,1620,342445
2021-01-29,Utah,49,1656,343962
2021-01-30,Utah,49,1664,345430
2021-01-31,Utah,49,1665,346624
2021-02-01,Utah,49,1669,347210
2021-02-02,Utah,49,1687,348409
2021-02-03,Utah,49,1699,350000
2021-02-04,Utah,49,1711,351273
2021-02-05,Utah,49,1729,352489
2021-02-06,Utah,49,1733,353700
2021-02-07,Utah,49,1736,354608
2021-02-08,Utah,49,1739,355122
2021-02-09,Utah,49,1748,356040
2021-02-10,Utah,49,1766,357339
2021-02-11,Utah,49,1776,358581
2021-02-12,Utah,49,1786,359641
2021-02-13,Utah,49,1790,360642
2021-02-14,Utah,49,1794,361353
2021-02-15,Utah,49,1796,361815
2021-02-16,Utah,49,1797,362406
2021-02-17,Utah,49,1806,363306
2021-02-18,Utah,49,1813,364457
2021-02-19,Utah,49,1834,365314
2021-02-20,Utah,49,1842,366091
2021-02-21,Utah,49,1852,366792
2021-02-22,Utah,49,1853,367130
2021-02-23,Utah,49,1865,367846
2021-02-24,Utah,49,1879,368658
2021-02-25,Utah,49,1890,369490
2021-02-26,Utah,49,1907,370140
2021-02-27,Utah,49,1929,370826
2021-02-28,Utah,49,1935,371291
2021-03-01,Utah,49,1940,371548
2021-03-02,Utah,49,1949,372035
2021-03-03,Utah,49,1955,372764
2021-03-04,Utah,49,1965,373319
2021-03-05,Utah,49,1970,373924
2021-03-06,Utah,49,1975,374494
2021-03-07,Utah,49,1976,374906
2021-03-08,Utah,49,1977,375165
2021-03-09,Utah,49,1990,375725
2021-03-10,Utah,49,1992,376384
2021-03-11,Utah,49,2015,377031
2021-03-12,Utah,49,2017,377550
2021-03-13,Utah,49,2021,378041
2021-03-14,Utah,49,2027,378437
2021-03-15,Utah,49,2027,378658
2021-03-16,Utah,49,2032,379139
2021-03-17,Utah,49,2037,379838
2021-03-18,Utah,49,2041,380398
2021-03-19,Utah,49,2058,380844
2021-03-20,Utah,49,2060,381311
2021-03-21,Utah,49,2062,381687
2021-03-22,Utah,49,2062,381846
2021-03-23,Utah,49,2077,382229
2021-03-24,Utah,49,2082,382791
2021-03-25,Utah,49,2089,383260
2021-03-26,Utah,49,2091,383771
2021-03-27,Utah,49,2101,384231
2021-03-28,Utah,49,2114,384621
2021-03-29,Utah,49,2114,384815
2021-03-30,Utah,49,2118,385186
2021-03-31,Utah,49,2122,385700
2021-04-01,Utah,49,2125,386188
2021-04-02,Utah,49,2131,386610
2021-04-03,Utah,49,2132,387057
2021-04-04,Utah,49,2132,387401
2021-04-05,Utah,49,2133,387574
2021-04-06,Utah,49,2137,387874
2021-04-07,Utah,49,2139,388486
2021-04-08,Utah,49,2149,388970
2021-04-09,Utah,49,2157,389414
2021-04-10,Utah,49,2159,389821
2021-04-11,Utah,49,2159,390165
2021-04-12,Utah,49,2159,390350
2021-04-13,Utah,49,2161,390708
2021-04-14,Utah,49,2161,391238
2021-04-15,Utah,49,2162,391694
2021-04-16,Utah,49,2164,392157
2021-04-17,Utah,49,2164,392570
2021-04-18,Utah,49,2164,392818
2021-04-19,Utah,49,2166,393018
2021-04-20,Utah,49,2174,393337
2021-04-21,Utah,49,2177,393926
2021-04-22,Utah,49,2178,394398
2021-04-23,Utah,49,2179,394742
2021-04-24,Utah,49,2180,395214
2021-04-25,Utah,49,2182,395495
2021-04-26,Utah,49,2183,395741
2021-04-27,Utah,49,2186,396068
2021-04-28,Utah,49,2190,396586
2021-04-29,Utah,49,2197,397049
2021-04-30,Utah,49,2202,397388
2021-05-01,Utah,49,2203,397798
2021-05-02,Utah,49,2204,398077
2021-05-03,Utah,49,2204,398305
2021-05-04,Utah,49,2217,398564
2021-05-05,Utah,49,2219,399044
2021-05-06,Utah,49,2219,399439
2021-05-07,Utah,49,2223,399825
2021-05-08,Utah,49,2223,400185
2021-05-09,Utah,49,2224,400417
2021-05-10,Utah,49,2225,400624
2021-05-11,Utah,49,2236,400850
2021-05-12,Utah,49,2249,401318
2021-05-13,Utah,49,2255,401736
2021-05-14,Utah,49,2256,402072
2021-05-15,Utah,49,2258,402392
2021-05-16,Utah,49,2258,402634
2021-05-17,Utah,49,2259,402798
2021-05-18,Utah,49,2271,403058
2021-05-19,Utah,49,2275,403488
2021-05-20,Utah,49,2279,403754
2021-05-21,Utah,49,2289,404054
2021-05-22,Utah,49,2290,404316
2021-05-23,Utah,49,2290,404547
2021-05-24,Utah,49,2292,404695
2021-05-25,Utah,49,2292,404880
2021-05-26,Utah,49,2292,405148
2021-05-27,Utah,49,2294,405457
